BarNoteClick,Message,Channel,Pitch,Velocity
31:1:49,On,ch=1,n=88,v=0
31:1:49,On,ch=1,n=80,v=0
31:1:73,On,ch=1,n=76,v=45
31:1:83,On,ch=1,n=83,v=0
31:1:97,On,ch=1,n=80,v=45
31:1:97,On,ch=1,n=88,v=46
31:1:97,On,ch=1,n=100,v=44
31:1:116,Par,ch=1,c=64,v=0
31:1:118,On,ch=1,n=92,v=0
31:1:118,On,ch=1,n=95,v=0
31:1:125,On,ch=1,n=80,v=0
31:1:131,On,ch=1,n=83,v=45
31:1:143,On,ch=1,n=76,v=0
31:1:165,On,ch=1,n=95,v=43
31:1:167,On,ch=1,n=88,v=0
31:1:172,On,ch=1,n=80,v=48
31:2:0,On,ch=1,n=76,v=45
31:2:8,On,ch=1,n=71,v=0
31:2:34,On,ch=1,n=76,v=0
31:2:40,On,ch=1,n=88,v=43
31:2:60,On,ch=1,n=71,v=47
31:2:62,On,ch=1,n=80,v=0
31:2:82,On,ch=1,n=76,v=48
31:2:92,On,ch=1,n=83,v=0
31:2:94,On,ch=1,n=95,v=0
31:2:110,On,ch=1,n=80,v=44
31:2:110,On,ch=1,n=92,v=41
31:2:128,On,ch=1,n=88,v=0
31:2:143,On,ch=1,n=83,v=44
31:2:154,On,ch=1,n=92,v=0
31:2:178,On,ch=1,n=88,v=46
31:3:12,On,ch=1,n=92,v=47
