BarNoteClick,Message,Channel,Pitch,Velocity
36:3:15,Par,ch=14,c=7,v=18
36:3:17,Par,ch=14,c=7,v=19
36:3:18,Par,ch=14,c=7,v=20
36:3:19,Par,ch=14,c=7,v=23
36:3:20,Par,ch=14,c=7,v=24
36:3:22,Par,ch=14,c=7,v=26
36:3:23,Par,ch=14,c=7,v=28
36:3:24,Par,ch=14,c=7,v=29
36:3:25,Par,ch=14,c=7,v=31
36:3:26,Par,ch=14,c=7,v=32
36:3:27,Par,ch=14,c=7,v=39
36:3:28,Par,ch=14,c=7,v=42
36:3:29,Par,ch=14,c=7,v=44
36:3:30,Par,ch=14,c=7,v=47
36:3:31,Par,ch=14,c=7,v=53
36:3:32,Par,ch=14,c=7,v=56
36:3:33,Par,ch=14,c=7,v=60
36:3:34,Par,ch=14,c=7,v=61
36:3:35,Par,ch=14,c=7,v=64
36:4:0,On,ch=14,n=65,v=0
36:4:0,On,ch=14,n=67,v=120
36:5:30,On,ch=14,n=67,v=0
36:5:30,On,ch=14,n=69,v=120
37:0:0,On,ch=14,n=69,v=0
37:0:0,On,ch=14,n=53,v=0
37:0:0,On,ch=14,n=66,v=120
37:0:0,On,ch=14,n=52,v=120
37:1:0,On,ch=14,n=66,v=0
37:1:0,On,ch=14,n=67,v=120
37:3:0,On,ch=14,n=67,v=0
37:3:0,On,ch=14,n=52,v=0
38:2:52,Par,ch=14,c=7,v=0
38:3:0,On,ch=14,n=67,v=120
38:3:0,On,ch=14,n=55,v=120
38:3:4,Par,ch=14,c=7,v=1
38:3:5,Par,ch=14,c=7,v=2
38:3:7,Par,ch=14,c=7,v=3
38:3:8,Par,ch=14,c=7,v=4
38:3:9,Par,ch=14,c=7,v=5
38:3:10,Par,ch=14,c=7,v=6
38:3:13,Par,ch=14,c=7,v=7
38:3:14,Par,ch=14,c=7,v=9
38:3:15,Par,ch=14,c=7,v=10
38:3:18,Par,ch=14,c=7,v=13
38:3:19,Par,ch=14,c=7,v=14
38:3:22,Par,ch=14,c=7,v=19
38:3:23,Par,ch=14,c=7,v=22
38:3:25,Par,ch=14,c=7,v=24
38:3:26,Par,ch=14,c=7,v=26
38:3:28,Par,ch=14,c=7,v=27
38:3:29,Par,ch=14,c=7,v=30
38:3:31,Par,ch=14,c=7,v=31
38:3:32,Par,ch=14,c=7,v=32
38:3:33,Par,ch=14,c=7,v=34
38:3:35,Par,ch=14,c=7,v=35
38:3:36,Par,ch=14,c=7,v=36
38:3:37,Par,ch=14,c=7,v=38
38:3:39,Par,ch=14,c=7,v=39
38:3:40,Par,ch=14,c=7,v=41
38:3:41,Par,ch=14,c=7,v=49
38:3:42,Par,ch=14,c=7,v=52
38:3:43,Par,ch=14,c=7,v=54
38:3:44,Par,ch=14,c=7,v=55
38:3:45,Par,ch=14,c=7,v=70
38:3:48,Par,ch=14,c=7,v=70
38:3:55,Par,ch=14,c=7,v=71
38:4:0,On,ch=14,n=67,v=0
38:4:0,On,ch=14,n=69,v=120
38:4:3,Par,ch=14,c=7,v=72
38:4:11,Par,ch=14,c=7,v=73
38:4:18,Par,ch=14,c=7,v=74
38:4:26,Par,ch=14,c=7,v=75
38:4:35,Par,ch=14,c=7,v=76
38:4:43,Par,ch=14,c=7,v=77
38:4:50,Par,ch=14,c=7,v=78
38:4:58,Par,ch=14,c=7,v=79
38:5:6,Par,ch=14,c=7,v=80
38:5:13,Par,ch=14,c=7,v=81
38:5:21,Par,ch=14,c=7,v=82
38:5:30,On,ch=14,n=69,v=0
38:5:30,On,ch=14,n=70,v=120
38:5:30,Par,ch=14,c=7,v=83
38:5:36,Par,ch=14,c=7,v=84
38:5:45,Par,ch=14,c=7,v=85
38:5:53,Par,ch=14,c=7,v=86
39:0:0,On,ch=14,n=70,v=0
39:0:0,On,ch=14,n=55,v=0
39:0:0,On,ch=14,n=68,v=120
39:0:0,On,ch=14,n=54,v=120
39:0:0,Par,ch=14,c=7,v=87
39:0:8,Par,ch=14,c=7,v=86
39:0:16,Par,ch=14,c=7,v=85
39:0:25,Par,ch=14,c=7,v=84
39:0:31,Par,ch=14,c=7,v=83
39:0:40,Par,ch=14,c=7,v=82
39:0:48,Par,ch=14,c=7,v=81
39:0:55,Par,ch=14,c=7,v=80
39:1:0,On,ch=14,n=68,v=0
39:1:0,On,ch=14,n=69,v=120
39:1:3,Par,ch=14,c=7,v=79
39:1:11,Par,ch=14,c=7,v=78
39:1:18,Par,ch=14,c=7,v=77
39:1:26,Par,ch=14,c=7,v=76
39:1:35,Par,ch=14,c=7,v=75
39:1:43,Par,ch=14,c=7,v=74
39:1:50,Par,ch=14,c=7,v=73
39:1:58,Par,ch=14,c=7,v=72
39:2:6,Par,ch=14,c=7,v=71
39:2:13,Par,ch=14,c=7,v=70
39:2:21,Par,ch=14,c=7,v=69
39:2:30,Par,ch=14,c=7,v=68
39:2:36,Par,ch=14,c=7,v=67
39:2:45,Par,ch=14,c=7,v=66
39:2:53,Par,ch=14,c=7,v=65
39:3:0,On,ch=14,n=69,v=0
39:3:0,On,ch=14,n=54,v=0
39:3:0,Par,ch=14,c=7,v=64
40:2:58,Par,ch=14,c=7,v=18
40:2:59,Par,ch=14,c=7,v=19
40:3:0,On,ch=14,n=69,v=120
40:3:3,Par,ch=14,c=7,v=20
40:3:4,Par,ch=14,c=7,v=21
40:3:5,Par,ch=14,c=7,v=22
40:3:6,Par,ch=14,c=7,v=23
40:3:10,Par,ch=14,c=7,v=25
40:3:14,Par,ch=14,c=7,v=27
40:3:18,Par,ch=14,c=7,v=28
40:3:19,Par,ch=14,c=7,v=29
40:3:20,Par,ch=14,c=7,v=30
40:3:21,Par,ch=14,c=7,v=31
40:3:22,Par,ch=14,c=7,v=32
40:3:23,Par,ch=14,c=7,v=33
40:3:24,Par,ch=14,c=7,v=34
40:3:25,Par,ch=14,c=7,v=35
40:3:27,Par,ch=14,c=7,v=36
40:3:29,Par,ch=14,c=7,v=37
40:3:30,Par,ch=14,c=7,v=40
40:3:31,Par,ch=14,c=7,v=41
40:3:32,Par,ch=14,c=7,v=42
40:3:33,Par,ch=14,c=7,v=43
40:3:34,Par,ch=14,c=7,v=44
40:3:35,Par,ch=14,c=7,v=46
40:3:36,Par,ch=14,c=7,v=47
40:3:38,Par,ch=14,c=7,v=50
40:3:39,Par,ch=14,c=7,v=51
40:3:40,Par,ch=14,c=7,v=53
40:3:41,Par,ch=14,c=7,v=55
40:3:42,Par,ch=14,c=7,v=63
40:3:43,Par,ch=14,c=7,v=70
40:3:51,Par,ch=14,c=7,v=71
40:3:58,Par,ch=14,c=7,v=72
40:4:0,On,ch=14,n=69,v=0
40:4:0,On,ch=14,n=71,v=120
40:4:5,Par,ch=14,c=7,v=73
40:4:13,Par,ch=14,c=7,v=74
40:4:20,Par,ch=14,c=7,v=75
40:4:26,Par,ch=14,c=7,v=76
40:4:35,Par,ch=14,c=7,v=77
40:4:41,Par,ch=14,c=7,v=78
40:4:48,Par,ch=14,c=7,v=79
40:4:56,Par,ch=14,c=7,v=80
40:5:3,Par,ch=14,c=7,v=81
40:5:10,Par,ch=14,c=7,v=82
40:5:18,Par,ch=14,c=7,v=83
40:5:25,Par,ch=14,c=7,v=84
40:5:30,On,ch=14,n=71,v=0
40:5:30,On,ch=14,n=72,v=120
40:5:31,Par,ch=14,c=7,v=85
40:5:40,Par,ch=14,c=7,v=86
40:5:46,Par,ch=14,c=7,v=87
40:5:53,Par,ch=14,c=7,v=88
41:0:0,On,ch=14,n=72,v=0
41:0:0,On,ch=14,n=72,v=120
41:0:0,Par,ch=14,c=7,v=89
41:0:8,Par,ch=14,c=7,v=88
41:0:15,Par,ch=14,c=7,v=87
41:0:21,Par,ch=14,c=7,v=86
41:0:30,Par,ch=14,c=7,v=85
41:0:36,Par,ch=14,c=7,v=84
41:0:43,Par,ch=14,c=7,v=83
41:0:51,Par,ch=14,c=7,v=82
41:0:58,Par,ch=14,c=7,v=81
41:1:5,Par,ch=14,c=7,v=80
41:1:13,Par,ch=14,c=7,v=79
41:1:20,Par,ch=14,c=7,v=78
41:1:26,Par,ch=14,c=7,v=77
41:1:35,Par,ch=14,c=7,v=76
41:1:41,Par,ch=14,c=7,v=75
41:1:48,Par,ch=14,c=7,v=74
41:1:56,Par,ch=14,c=7,v=73
41:2:0,On,ch=14,n=72,v=0
41:2:0,On,ch=14,n=63,v=120
41:2:3,Par,ch=14,c=7,v=72
41:2:10,Par,ch=14,c=7,v=71
41:2:18,Par,ch=14,c=7,v=70
41:2:25,Par,ch=14,c=7,v=69
41:2:31,Par,ch=14,c=7,v=68
41:2:40,Par,ch=14,c=7,v=67
41:2:46,Par,ch=14,c=7,v=66
41:2:53,Par,ch=14,c=7,v=65
41:3:0,On,ch=14,n=63,v=0
41:3:0,Par,ch=14,c=7,v=64
42:2:59,Par,ch=14,c=7,v=36
42:3:0,On,ch=14,n=69,v=120
42:3:0,Par,ch=14,c=7,v=38
42:3:1,Par,ch=14,c=7,v=42
42:3:7,Par,ch=14,c=7,v=43
42:3:8,Par,ch=14,c=7,v=44
42:3:9,Par,ch=14,c=7,v=46
42:3:13,Par,ch=14,c=7,v=49
42:3:15,Par,ch=14,c=7,v=50
42:3:20,Par,ch=14,c=7,v=51
42:3:21,Par,ch=14,c=7,v=53
42:3:25,Par,ch=14,c=7,v=54
42:3:26,Par,ch=14,c=7,v=55
42:3:27,Par,ch=14,c=7,v=56
42:3:28,Par,ch=14,c=7,v=58
42:3:29,Par,ch=14,c=7,v=59
42:3:30,Par,ch=14,c=7,v=60
42:3:32,Par,ch=14,c=7,v=62
42:3:33,Par,ch=14,c=7,v=65
42:3:34,Par,ch=14,c=7,v=66
42:3:41,Par,ch=14,c=7,v=68
42:3:53,Par,ch=14,c=7,v=69
42:4:0,On,ch=14,n=69,v=0
42:4:0,On,ch=14,n=71,v=120
42:4:3,Par,ch=14,c=7,v=70
42:4:13,Par,ch=14,c=7,v=71
