BarNoteClick,Message,Channel,Pitch,Velocity
54:4:30,Par,ch=4,c=7,v=92
54:4:55,Par,ch=4,c=7,v=93
54:5:0,On,ch=4,n=72,v=0
54:5:0,On,ch=4,n=73,v=90
54:5:15,Par,ch=4,c=7,v=94
54:5:40,Par,ch=4,c=7,v=95
55:0:0,Par,ch=4,c=7,v=96
55:4:0,On,ch=4,n=73,v=0
55:4:0,On,ch=4,n=72,v=90
55:4:0,Par,ch=4,c=7,v=96
55:4:5,Par,ch=4,c=7,v=95
55:4:10,Par,ch=4,c=7,v=94
55:4:15,Par,ch=4,c=7,v=92
55:4:20,Par,ch=4,c=7,v=91
55:4:25,Par,ch=4,c=7,v=90
55:4:30,Par,ch=4,c=7,v=88
55:4:35,Par,ch=4,c=7,v=87
55:4:40,Par,ch=4,c=7,v=86
55:4:45,Par,ch=4,c=7,v=84
55:4:50,Par,ch=4,c=7,v=83
55:4:55,Par,ch=4,c=7,v=82
55:5:0,On,ch=4,n=72,v=0
55:5:0,On,ch=4,n=71,v=90
55:5:0,Par,ch=4,c=7,v=80
55:5:5,Par,ch=4,c=7,v=79
55:5:10,Par,ch=4,c=7,v=78
55:5:15,Par,ch=4,c=7,v=76
55:5:20,Par,ch=4,c=7,v=75
55:5:25,Par,ch=4,c=7,v=74
55:5:30,Par,ch=4,c=7,v=72
55:5:35,Par,ch=4,c=7,v=71
55:5:40,Par,ch=4,c=7,v=70
55:5:45,Par,ch=4,c=7,v=68
55:5:50,Par,ch=4,c=7,v=67
55:5:55,Par,ch=4,c=7,v=66
56:0:0,On,ch=4,n=71,v=0
56:0:0,On,ch=4,n=69,v=90
56:0:0,Par,ch=4,c=7,v=64
56:1:0,On,ch=4,n=69,v=0
58:3:0,On,ch=4,n=69,v=90
58:3:0,Par,ch=4,c=7,v=96
58:4:0,On,ch=4,n=69,v=0
58:4:0,On,ch=4,n=71,v=90
58:5:30,On,ch=4,n=71,v=0
58:5:30,On,ch=4,n=72,v=90
59:0:0,On,ch=4,n=72,v=0
59:0:0,On,ch=4,n=72,v=90
59:2:0,On,ch=4,n=72,v=0
59:2:0,On,ch=4,n=64,v=90
59:3:0,On,ch=4,n=64,v=0
59:3:0,On,ch=4,n=72,v=90
59:4:0,On,ch=4,n=72,v=0
59:4:0,On,ch=4,n=74,v=90
59:5:30,On,ch=4,n=74,v=0
59:5:30,On,ch=4,n=76,v=90
60:0:0,On,ch=4,n=76,v=0
60:0:0,On,ch=4,n=76,v=90
60:1:0,On,ch=4,n=76,v=0
60:1:0,On,ch=4,n=74,v=90
60:3:0,On,ch=4,n=74,v=0
60:3:0,On,ch=4,n=62,v=90
60:4:0,On,ch=4,n=62,v=0
60:4:0,On,ch=4,n=64,v=90
60:5:30,On,ch=4,n=64,v=0
60:5:30,On,ch=4,n=65,v=90
61:0:0,On,ch=4,n=65,v=0
61:0:0,On,ch=4,n=67,v=90
61:0:0,Par,ch=4,c=7,v=105
61:1:0,On,ch=4,n=67,v=0
61:1:0,On,ch=4,n=60,v=90
