BarNoteClick,Message,Channel,Pitch,Velocity
65:4:40,Par,ch=5,c=7,v=97
65:4:50,Par,ch=5,c=7,v=98
65:4:56,Par,ch=5,c=7,v=99
65:5:0,On,ch=5,n=66,v=0
65:5:0,On,ch=5,n=69,v=117
65:5:6,Par,ch=5,c=7,v=100
65:5:16,Par,ch=5,c=7,v=101
65:5:23,Par,ch=5,c=7,v=102
65:5:33,Par,ch=5,c=7,v=103
65:5:43,Par,ch=5,c=7,v=104
65:5:50,Par,ch=5,c=7,v=105
65:5:56,Par,ch=5,c=7,v=70
66:0:0,On,ch=5,n=69,v=0
66:0:0,On,ch=5,n=68,v=117
66:0:23,Par,ch=5,c=7,v=71
66:1:0,On,ch=5,n=68,v=0
68:0:0,On,ch=5,n=68,v=90
68:0:0,Par,ch=5,c=7,v=77
68:0:20,Par,ch=5,c=7,v=78
68:0:40,Par,ch=5,c=7,v=79
68:1:0,Par,ch=5,c=7,v=80
68:1:16,Par,ch=5,c=7,v=81
68:1:36,Par,ch=5,c=7,v=82
68:1:56,Par,ch=5,c=7,v=83
68:2:13,Par,ch=5,c=7,v=84
68:2:33,Par,ch=5,c=7,v=85
68:2:53,Par,ch=5,c=7,v=86
